id,sample,period,temp,nitrate,rep,model,Var2,r,K,s,NA,tiempo en dias desde el inicio del exp,,,numero de GR,
31 L1 2 58,31 L1 2,54,31,L1,2,mexp.22,Estimate,0.915351843,NA,-5.460991278,NA,162,,,,
31 L1 2 59,31 L1 2,55,31,L1,2,mexp.22,Estimate,0.712048876,NA,-16.53743224,NA,165,,,,
31 L1 2 6,31 L1 2,56,31,L1,2,mexp.22,Estimate,1.232312502,NA,-5.631641928,NA,168,,,,
31 L1 2 60,31 L1 2,57,31,L1,2,mexp.22,Estimate,0.667785448,NA,-18.5064472,NA,171,,,,
31 L1 2 61,31 L1 2,58,31,L1,2,mexp.22,Estimate,0.79255073,NA,-4.629824275,NA,174,,,,
31 L1 2 62,31 L1 2,59,31,L1,2,mexp.22,Estimate,1.335619928,NA,-15.68995028,NA,177,,,,
31 L1 2 63,31 L1 2,60,31,L1,2,mexp.22,Estimate,1.061744499,NA,-6.466201348,NA,180,,,,
31 L1 2 64,31 L1 2,61,31,L1,2,mexp.22,Estimate,0.96673631,NA,-18.51468231,NA,183,,,,
31 L1 2 65,31 L1 2,62,31,L1,2,mexp.22,Estimate,0.784950948,NA,-15.70132661,NA,186,,,,
31 L1 2 66,31 L1 2,63,31,L1,2,mexp.22,Estimate,0.799413527,NA,-16.97284533,NA,189,,,,
31 L1 2 67,31 L1 2,64,31,L1,2,mexp.22,Estimate,1.016997904,NA,-5.359379619,NA,192,,,,
31 L1 2 68,31 L1 2,65,31,L1,2,mexp.22,Estimate,0.673409857,NA,-7.5747385,NA,195,,,,
31 L1 2 69,31 L1 2,66,31,L1,2,mexp.22,Estimate,0.964079658,NA,-5.020957832,NA,198,,,,
31 L1 2 7,31 L1 2,67,31,L1,2,mexp.22,Estimate,0.555513054,NA,-4.402031942,NA,201,,,,
31 L1 2 70,31 L1 2,68,31,L1,2,mexp.22,Estimate,1.113753264,NA,-5.808685696,NA,204,,,,
31 L1 2 71,31 L1 2,69,31,L1,2,mexp.22,Estimate,1.199392825,NA,-5.247110066,NA,207,,,,
31 L1 2 72,31 L1 2,70,31,L1,2,mexp.22,Estimate,1.896148038,NA,-4.398949368,NA,210,,,,
31 L1 2 73,31 L1 2,71,31,L1,2,mexp.22,Estimate,1.087736672,NA,-5.96839382,NA,213,,,,
31 L1 2 74,31 L1 2,72,31,L1,2,mexp.22,Estimate,1.578665378,NA,-5.150801002,NA,216,,,,
31 L1 2 75,31 L1 2,73,31,L1,2,mexp.22,Estimate,0.585149131,NA,-6.002073754,NA,219,,,,
31 L1 2 76,31 L1 2,74,31,L1,2,mexp.22,Estimate,1.02583381,NA,-5.884266472,NA,222,,,,
31 L1 2 77,31 L1 2,75,31,L1,2,mexp.22,Estimate,1.399720806,NA,-16.92647607,NA,225,,,,
31 L1 2 78,31 L1 2,76,31,L1,2,mexp.22,Estimate,0.804815583,NA,-5.087473817,NA,228,,,,
31 L1 2 79,31 L1 2,77,31,L1,2,mexp.22,Estimate,1.298623327,NA,-5.045690187,NA,231,,,,
31 L1 2 8,31 L1 2,78,31,L1,2,mexp.22,Estimate,0.603170365,NA,-7.302649345,NA,234,,,,
31 L1 2 80,31 L1 2,79,31,L1,2,mexp.22,Estimate,1.040710224,NA,-6.309582863,NA,237,,,,
31 L1 2 81,31 L1 2,80,31,L1,2,mexp.22,Estimate,0.85956038,NA,-5.003291703,NA,240,,,,
31 L1 2 82,31 L1 2,81,31,L1,2,mexp.22,Estimate,1.050397309,NA,-6.451200581,NA,243,,,,
31 L1 2 83,31 L1 2,82,31,L1,2,mexp.22,Estimate,1.812469715,NA,-4.437634759,NA,246,,,,
31 L1 2 84,31 L1 2,83,31,L1,2,mexp.22,Estimate,0.470656857,NA,-3.876507308,NA,249,,,,
31 L1 2 9,31 L1 2,84,31,L1,2,mexp.22,Estimate,0.95870406,NA,-5.57768636,NA,252,,,,
31 L1 3 1,31 L1 3,1,31,L1,3,mexp.22,Estimate,0.709488509,NA,-6.42612437,NA,3,,,,
31 L1 3 10,31 L1 3,2,31,L1,3,mexp.22,Estimate,0.912817114,NA,-4.4169662,NA,6,,,,
31 L1 3 11,31 L1 3,3,31,L1,3,mexp.22,Estimate,1.058300599,NA,-7.590623723,NA,9,,,,
31 L1 3 12,31 L1 3,4,31,L1,3,mexp.22,Estimate,0.764780416,NA,-14.875192,NA,12,,,,
31 L1 3 14,31 L1 3,5,31,L1,3,mexp.22,Estimate,1.093349401,NA,-6.233179182,NA,15,,,,
31 L1 3 15,31 L1 3,6,31,L1,3,mexp.22,Estimate,0.549551226,NA,-4.740599366,NA,18,,,,
31 L1 3 16,31 L1 3,7,31,L1,3,mexp.22,Estimate,1.266408602,NA,-5.966225701,NA,21,,,,
31 L1 3 17,31 L1 3,8,31,L1,3,mexp.22,Estimate,0.164657276,NA,-7.638944129,NA,24,,,,
31 L1 3 18,31 L1 3,9,31,L1,3,mexp.22,Estimate,0.816099149,NA,-5.042090546,NA,27,,,,
31 L1 3 19,31 L1 3,10,31,L1,3,mexp.22,Estimate,1.034115374,NA,-5.568805957,NA,30,,,,
31 L1 3 2,31 L1 3,11,31,L1,3,mexp.22,Estimate,1.167474664,NA,-5.710109307,NA,33,,,,
31 L1 3 20,31 L1 3,12,31,L1,3,mexp.22,Estimate,0.42302854,NA,-5.818623424,NA,36,,,,
31 L1 3 21,31 L1 3,14,31,L1,3,mexp.22,Estimate,0.637762035,NA,-3.696894484,NA,42,,,,
31 L1 3 22,31 L1 3,15,31,L1,3,mexp.22,Estimate,1.390234528,NA,-17.7546261,NA,45,,,,
31 L1 3 23,31 L1 3,16,31,L1,3,mexp.22,Estimate,0.682866919,NA,-4.686143399,NA,48,,,,
31 L1 3 24,31 L1 3,17,31,L1,3,mexp.22,Estimate,1.101545871,NA,-7.291511541,NA,51,,,,
31 L1 3 25,31 L1 3,18,31,L1,3,mexp.22,Estimate,0.277170008,NA,-17.30154718,NA,54,,,,
31 L1 3 26,31 L1 3,19,31,L1,3,mexp.22,Estimate,1.080300334,NA,-6.426863921,NA,57,,,,
31 L1 3 27,31 L1 3,20,31,L1,3,mexp.22,Estimate,1.052262746,NA,-5.355819612,NA,60,,,,
31 L1 3 28,31 L1 3,21,31,L1,3,mexp.22,Estimate,0.727388738,NA,-5.551021795,NA,63,,,,
31 L1 3 29,31 L1 3,22,31,L1,3,mexp.22,Estimate,1.412556395,NA,-16.34300077,NA,66,,,,
31 L1 3 3,31 L1 3,23,31,L1,3,mexp.22,Estimate,0.994712831,NA,-6.061455066,NA,69,,,,
31 L1 3 30,31 L1 3,24,31,L1,3,mexp.22,Estimate,0.488261247,NA,-4.812989121,NA,72,,,,
31 L1 3 31,31 L1 3,25,31,L1,3,mexp.22,Estimate,-0.249954441,NA,-17.95184777,NA,75,,,,
31 L1 3 32,31 L1 3,26,31,L1,3,mexp.22,Estimate,1.335825332,NA,-5.706853163,NA,78,,,,
31 L1 3 33,31 L1 3,27,31,L1,3,mexp.22,Estimate,1.103122411,NA,-17.00052159,NA,81,,,,
31 L1 3 34,31 L1 3,28,31,L1,3,mexp.22,Estimate,0.999363802,NA,-4.829441733,NA,84,,,,
31 L1 3 35,31 L1 3,29,31,L1,3,mexp.22,Estimate,0.504787551,NA,-17.02665428,NA,87,,,,
31 L1 3 36,31 L1 3,30,31,L1,3,mexp.22,Estimate,0.884860455,NA,-13.09553482,NA,90,,,,
31 L1 3 37,31 L1 3,31,31,L1,3,mexp.22,Estimate,0.952155339,NA,-5.695154462,NA,93,,,,
31 L1 3 38,31 L1 3,32,31,L1,3,mexp.22,Estimate,0.771726754,NA,-15.26967582,NA,96,,,,
31 L1 3 39,31 L1 3,33,31,L1,3,mexp.22,Estimate,1.028413013,NA,-4.262375223,NA,99,,,,
31 L1 3 4,31 L1 3,34,31,L1,3,mexp.22,Estimate,0.832850572,NA,-18.21142478,NA,102,,,,
31 L1 3 40,31 L1 3,35,31,L1,3,mexp.22,Estimate,0.778760805,NA,-4.693279198,NA,105,,,,
31 L1 3 41,31 L1 3,36,31,L1,3,mexp.22,Estimate,0.755393343,NA,-16.1229744,NA,108,,,,
31 L1 3 42,31 L1 3,37,31,L1,3,mexp.22,Estimate,0.781569103,NA,-5.302428625,NA,111,,,,
31 L1 3 43,31 L1 3,38,31,L1,3,mexp.22,Estimate,0.613842203,NA,-16.88264379,NA,114,,,,
31 L1 3 44,31 L1 3,39,31,L1,3,mexp.22,Estimate,1.029766716,NA,-17.26203697,NA,117,,,,
31 L1 3 45,31 L1 3,40,31,L1,3,mexp.22,Estimate,1.085823507,NA,-8.15941904,NA,120,,,,
31 L1 3 46,31 L1 3,41,31,L1,3,mexp.22,Estimate,1.003400978,NA,-6.390529674,NA,123,,,,
31 L1 3 47,31 L1 3,42,31,L1,3,mexp.22,Estimate,1.609224467,NA,-5.37613034,NA,126,,,,
31 L1 3 48,31 L1 3,43,31,L1,3,mexp.22,Estimate,0.77244974,NA,-5.207916964,NA,129,,,,
31 L1 3 49,31 L1 3,44,31,L1,3,mexp.22,Estimate,1.396760458,NA,-5.27085391,NA,132,,,,
31 L1 3 5,31 L1 3,45,31,L1,3,mexp.22,Estimate,0.625915836,NA,-6.260060477,NA,135,,,,
31 L1 3 50,31 L1 3,46,31,L1,3,mexp.22,Estimate,1.016714952,NA,-6.132529734,NA,138,,,,
31 L1 3 51,31 L1 3,47,31,L1,3,mexp.22,Estimate,0.931475426,NA,-6.594662584,NA,141,,,,
31 L1 3 52,31 L1 3,48,31,L1,3,mexp.22,Estimate,0.867859183,NA,-4.948779065,NA,144,,,,
31 L1 3 53,31 L1 3,49,31,L1,3,mexp.22,Estimate,0.742039365,NA,-5.724584228,NA,147,,,,
31 L1 3 54,31 L1 3,50,31,L1,3,mexp.22,Estimate,0.960074793,NA,-5.740725899,NA,150,,,,
31 L1 3 55,31 L1 3,51,31,L1,3,mexp.22,Estimate,1.806501363,NA,-3.984440012,NA,153,,,,
31 L1 3 56,31 L1 3,52,31,L1,3,mexp.22,Estimate,1.431590112,NA,-5.02716543,NA,156,,,,
31 L1 3 57,31 L1 3,53,31,L1,3,mexp.22,Estimate,0.665875736,NA,-4.776578589,NA,159,,,,
31 L1 3 58,31 L1 3,54,31,L1,3,mexp.22,Estimate,0.816352563,NA,-4.566334743,NA,162,,,,
31 L1 3 59,31 L1 3,55,31,L1,3,mexp.22,Estimate,0.154732715,NA,-15.93463537,NA,165,,,,
31 L1 3 6,31 L1 3,56,31,L1,3,mexp.22,Estimate,0.511481588,NA,-5.086894798,NA,168,,,,
31 L1 3 60,31 L1 3,57,31,L1,3,mexp.22,Estimate,1.29861684,NA,-18.88194512,NA,171,,,,
31 L1 3 61,31 L1 3,58,31,L1,3,mexp.22,Estimate,0.915672319,NA,-5.028673527,NA,174,,,,
31 L1 3 62,31 L1 3,59,31,L1,3,mexp.22,Estimate,1.391107285,NA,-15.93740052,NA,177,,,,
31 L1 3 63,31 L1 3,60,31,L1,3,mexp.22,Estimate,1.162909218,NA,-5.929678209,NA,180,,,,
31 L1 3 64,31 L1 3,61,31,L1,3,mexp.22,Estimate,0.698027429,NA,-17.09000349,NA,183,,,,
31 L1 3 65,31 L1 3,62,31,L1,3,mexp.22,Estimate,0.766015733,NA,-16.00014294,NA,186,,,,
31 L1 3 66,31 L1 3,63,31,L1,3,mexp.22,Estimate,0.439948437,NA,-17.1838668,NA,189,,,,
31 L1 3 67,31 L1 3,64,31,L1,3,mexp.22,Estimate,1.053290086,NA,-6.971250918,NA,192,,,,
31 L1 3 68,31 L1 3,65,31,L1,3,mexp.22,Estimate,0.840816732,NA,-4.768854616,NA,195,,,,
31 L1 3 69,31 L1 3,66,31,L1,3,mexp.22,Estimate,0.897188401,NA,-5.199038074,NA,198,,,,
31 L1 3 7,31 L1 3,67,31,L1,3,mexp.22,Estimate,0.879885683,NA,-3.892037815,NA,201,,,,
31 L1 3 70,31 L1 3,68,31,L1,3,mexp.22,Estimate,1.080438644,NA,-5.626619935,NA,204,,,,
31 L1 3 71,31 L1 3,69,31,L1,3,mexp.22,Estimate,1.749876837,NA,-4.46555046,NA,207,,,,
31 L1 3 72,31 L1 3,70,31,L1,3,mexp.22,Estimate,2.001349297,NA,-4.289208613,NA,210,,,,
31 L1 3 73,31 L1 3,71,31,L1,3,mexp.22,Estimate,0.596239169,NA,-7.932504245,NA,213,,,,
31 L1 3 74,31 L1 3,72,31,L1,3,mexp.22,Estimate,1.568688877,NA,-5.245267995,NA,216,,,,
31 L1 3 75,31 L1 3,73,31,L1,3,mexp.22,Estimate,0.450962849,NA,-6.535661781,NA,219,,,,
31 L1 3 76,31 L1 3,74,31,L1,3,mexp.22,Estimate,0.80732677,NA,-4.916071518,NA,222,,,,
31 L1 3 77,31 L1 3,75,31,L1,3,mexp.22,Estimate,1.502698297,NA,-16.06406476,NA,225,,,,
31 L1 3 78,31 L1 3,76,31,L1,3,mexp.22,Estimate,0.890947059,NA,-5.26717347,NA,228,,,,
31 L1 3 79,31 L1 3,77,31,L1,3,mexp.22,Estimate,0.840469596,NA,-5.116757181,NA,231,,,,
31 L1 3 8,31 L1 3,78,31,L1,3,mexp.22,Estimate,1.050375287,NA,-7.67536928,NA,234,,,,
31 L1 3 80,31 L1 3,79,31,L1,3,mexp.22,Estimate,1.410131076,NA,-5.192956092,NA,237,,,,
31 L1 3 81,31 L1 3,80,31,L1,3,mexp.22,Estimate,1.015276927,NA,-5.612506597,NA,240,,,,
31 L1 3 82,31 L1 3,81,31,L1,3,mexp.22,Estimate,1.702599883,NA,-4.087083006,NA,243,,,,
31 L1 3 83,31 L1 3,82,31,L1,3,mexp.22,Estimate,0.621198955,NA,-4.974067702,NA,246,,,,
31 L1 3 84,31 L1 3,83,31,L1,3,mexp.22,Estimate,0.784811224,NA,-5.195081395,NA,249,,,,
31 L1 3 9,31 L1 3,84,31,L1,3,mexp.22,Estimate,0.838279597,NA,-7.125990459,NA,252,,,,
31 L1 4 1,31 L1 4,1,31,L1,4,mexp.22,Estimate,0.628127481,NA,-4.7869999,NA,3,,,,
31 L1 4 10,31 L1 4,2,31,L1,4,mexp.22,Estimate,0.838425147,NA,-4.094759651,NA,6,,,,
31 L1 4 11,31 L1 4,3,31,L1,4,mexp.22,Estimate,1.062466184,NA,-3.996165225,NA,9,,,,
31 L1 4 12,31 L1 4,4,31,L1,4,mexp.22,Estimate,0.438925058,NA,-16.36774068,NA,12,,,,
31 L1 4 14,31 L1 4,5,31,L1,4,mexp.22,Estimate,1.223025636,NA,-6.248900845,NA,15,,,,
31 L1 4 15,31 L1 4,6,31,L1,4,mexp.22,Estimate,1.109837406,NA,-3.905632005,NA,18,,,,
31 L1 4 16,31 L1 4,7,31,L1,4,mexp.22,Estimate,0.088899887,NA,-5.049052989,NA,21,,,,
31 L1 4 17,31 L1 4,8,31,L1,4,mexp.22,Estimate,0.344221648,NA,-4.544995656,NA,24,,,,
31 L1 4 18,31 L1 4,9,31,L1,4,mexp.22,Estimate,1.192040256,NA,-5.063376101,NA,27,,,,
31 L1 4 19,31 L1 4,10,31,L1,4,mexp.22,Estimate,-0.026360411,NA,-7.554135695,NA,30,,,,
31 L1 4 2,31 L1 4,11,31,L1,4,mexp.22,Estimate,0.744756048,NA,-5.044657464,NA,33,,,,
31 L1 4 20,31 L1 4,12,31,L1,4,mexp.22,Estimate,1.195225375,NA,-4.620176775,NA,36,,,,
31 L1 4 21,31 L1 4,14,31,L1,4,mexp.22,Estimate,0.643103641,NA,-3.361022832,NA,42,,,,
31 L1 4 22,31 L1 4,15,31,L1,4,mexp.22,Estimate,0.84643116,NA,-17.14405254,NA,45,,,,
31 L1 4 23,31 L1 4,16,31,L1,4,mexp.22,Estimate,1.049048554,NA,-4.773570205,NA,48,,,,
31 L1 4 24,31 L1 4,17,31,L1,4,mexp.22,Estimate,0.875714717,NA,-4.817017035,NA,51,,,,
31 L1 4 25,31 L1 4,18,31,L1,4,mexp.22,Estimate,1.123216055,NA,-14.62487823,NA,54,,,,
31 L1 4 26,31 L1 4,19,31,L1,4,mexp.22,Estimate,1.002531851,NA,-4.726317449,NA,57,,,,
31 L1 4 27,31 L1 4,20,31,L1,4,mexp.22,Estimate,0.751571054,NA,-4.950264978,NA,60,,,,
31 L1 4 28,31 L1 4,21,31,L1,4,mexp.22,Estimate,1.192351158,NA,-6.130630686,NA,63,,,,
31 L1 4 29,31 L1 4,22,31,L1,4,mexp.22,Estimate,0.377101038,NA,-16.34495204,NA,66,,,,
31 L1 4 3,31 L1 4,23,31,L1,4,mexp.22,Estimate,0.955722071,NA,-8.299714085,NA,69,,,,
31 L1 4 30,31 L1 4,24,31,L1,4,mexp.22,Estimate,1.098427813,NA,-6.690628517,NA,72,,,,
31 L1 4 31,31 L1 4,25,31,L1,4,mexp.22,Estimate,0.390979277,NA,-15.35495152,NA,75,,,,
31 L1 4 32,31 L1 4,26,31,L1,4,mexp.22,Estimate,1.695122205,NA,-4.31608203,NA,78,,,,
31 L1 4 33,31 L1 4,27,31,L1,4,mexp.22,Estimate,0.89665548,NA,-18.00282676,NA,81,,,,
31 L1 4 34,31 L1 4,28,31,L1,4,mexp.22,Estimate,1.063820627,NA,-6.445829486,NA,84,,,,
31 L1 4 35,31 L1 4,29,31,L1,4,mexp.22,Estimate,0.227752126,NA,-16.4914273,NA,87,,,,
31 L1 4 36,31 L1 4,30,31,L1,4,mexp.22,Estimate,0.794812013,NA,-16.74609951,NA,90,,,,
31 L1 4 37,31 L1 4,31,31,L1,4,mexp.22,Estimate,1.073025309,NA,-5.140280377,NA,93,,,,
31 L1 4 38,31 L1 4,32,31,L1,4,mexp.22,Estimate,0.685530719,NA,-15.52828972,NA,96,,,,
31 L1 4 39,31 L1 4,33,31,L1,4,mexp.22,Estimate,1.041320973,NA,-4.457030155,NA,99,,,,
31 L1 4 4,31 L1 4,34,31,L1,4,mexp.22,Estimate,0.550460846,NA,-18.49476915,NA,102,,,,
31 L1 4 40,31 L1 4,35,31,L1,4,mexp.22,Estimate,0.669859335,NA,-4.581875101,NA,105,,,,
31 L1 4 41,31 L1 4,36,31,L1,4,mexp.22,Estimate,0.943003667,NA,-16.92836206,NA,108,,,,
31 L1 4 42,31 L1 4,37,31,L1,4,mexp.22,Estimate,0.870572956,NA,-4.477449515,NA,111,,,,
31 L1 4 43,31 L1 4,38,31,L1,4,mexp.22,Estimate,1.237404785,NA,-17.62466781,NA,114,,,,
31 L1 4 44,31 L1 4,39,31,L1,4,mexp.22,Estimate,1.140286463,NA,-14.74750458,NA,117,,,,
31 L1 4 45,31 L1 4,40,31,L1,4,mexp.22,Estimate,1.020397496,NA,-5.43253442,NA,120,,,,
31 L1 4 46,31 L1 4,41,31,L1,4,mexp.22,Estimate,0.78462151,NA,-4.778189513,NA,123,,,,
31 L1 4 47,31 L1 4,42,31,L1,4,mexp.22,Estimate,1.606899124,NA,-4.558006285,NA,126,,,,
31 L1 4 48,31 L1 4,43,31,L1,4,mexp.22,Estimate,0.880093582,NA,-4.761666875,NA,129,,,,
31 L1 4 49,31 L1 4,44,31,L1,4,mexp.22,Estimate,0.987122168,NA,-4.779788085,NA,132,,,,
31 L1 4 5,31 L1 4,45,31,L1,4,mexp.22,Estimate,0.854817657,NA,-5.762038673,NA,135,,,,
31 L1 4 50,31 L1 4,46,31,L1,4,mexp.22,Estimate,0.868994516,NA,-6.619562335,NA,138,,,,
31 L1 4 51,31 L1 4,47,31,L1,4,mexp.22,Estimate,1.335167938,NA,-5.127625447,NA,141,,,,
31 L1 4 52,31 L1 4,48,31,L1,4,mexp.22,Estimate,1.063240859,NA,-8.132355531,NA,144,,,,
31 L1 4 53,31 L1 4,49,31,L1,4,mexp.22,Estimate,0.884486633,NA,-9.341038667,NA,147,,,,
31 L1 4 54,31 L1 4,50,31,L1,4,mexp.22,Estimate,1.011381574,NA,-7.547790838,NA,150,,,,
31 L1 4 55,31 L1 4,51,31,L1,4,mexp.22,Estimate,1.798582713,NA,-4.221936179,NA,153,,,,
31 L1 4 56,31 L1 4,52,31,L1,4,mexp.22,Estimate,1.063782206,NA,-7.010127613,NA,156,,,,
31 L1 4 57,31 L1 4,53,31,L1,4,mexp.22,Estimate,0.880874233,NA,-6.205449438,NA,159,,,,
31 L1 4 58,31 L1 4,54,31,L1,4,mexp.22,Estimate,1.253824527,NA,-8.109046121,NA,162,,,,
31 L1 4 59,31 L1 4,55,31,L1,4,mexp.22,Estimate,0.918818461,NA,-16.77861156,NA,165,,,,
31 L1 4 6,31 L1 4,56,31,L1,4,mexp.22,Estimate,1.073656559,NA,-5.154926017,NA,168,,,,
31 L1 4 60,31 L1 4,57,31,L1,4,mexp.22,Estimate,0.732277954,NA,-21.56727086,NA,171,,,,
31 L1 4 61,31 L1 4,58,31,L1,4,mexp.22,Estimate,1.21794437,NA,-4.353157597,NA,174,,,,
31 L1 4 62,31 L1 4,59,31,L1,4,mexp.22,Estimate,1.364029851,NA,-14.91076308,NA,177,,,,
31 L1 4 63,31 L1 4,60,31,L1,4,mexp.22,Estimate,0.906084765,NA,-5.392837042,NA,180,,,,
31 L1 4 64,31 L1 4,61,31,L1,4,mexp.22,Estimate,1.174371615,NA,-18.15841418,NA,183,,,,
31 L1 4 65,31 L1 4,62,31,L1,4,mexp.22,Estimate,0.630222253,NA,-15.56849709,NA,186,,,,
31 L1 4 66,31 L1 4,63,31,L1,4,mexp.22,Estimate,0.756152801,NA,-17.53667706,NA,189,,,,
31 L1 4 67,31 L1 4,64,31,L1,4,mexp.22,Estimate,0.911142254,NA,-5.721493412,NA,192,,,,
31 L1 4 68,31 L1 4,65,31,L1,4,mexp.22,Estimate,0.697244422,NA,-6.649818339,NA,195,,,,
31 L1 4 69,31 L1 4,66,31,L1,4,mexp.22,Estimate,1.18677505,NA,-5.185903701,NA,198,,,,
31 L1 4 7,31 L1 4,67,31,L1,4,mexp.22,Estimate,0.79911603,NA,-3.742300535,NA,201,,,,
31 L1 4 70,31 L1 4,68,31,L1,4,mexp.22,Estimate,0.855708724,NA,-5.266633454,NA,204,,,,
31 L1 4 71,31 L1 4,69,31,L1,4,mexp.22,Estimate,1.05098831,NA,-5.25234833,NA,207,,,,
31 L1 4 72,31 L1 4,70,31,L1,4,mexp.22,Estimate,1.63874464,NA,-4.546313783,NA,210,,,,
31 L1 4 73,31 L1 4,71,31,L1,4,mexp.22,Estimate,1.559580401,NA,-6.085800874,NA,213,,,,
31 L1 4 74,31 L1 4,72,31,L1,4,mexp.22,Estimate,1.708471022,NA,-4.662915636,NA,216,,,,
31 L1 4 75,31 L1 4,73,31,L1,4,mexp.22,Estimate,0.933962771,NA,-7.202054178,NA,219,,,,
31 L1 4 76,31 L1 4,74,31,L1,4,mexp.22,Estimate,0.98864311,NA,-6.067637681,NA,222,,,,
31 L1 4 77,31 L1 4,75,31,L1,4,mexp.22,Estimate,1.956532728,NA,-17.01308822,NA,225,,,,
31 L1 4 78,31 L1 4,76,31,L1,4,mexp.22,Estimate,0.947999282,NA,-5.871868642,NA,228,,,,
31 L1 4 79,31 L1 4,77,31,L1,4,mexp.22,Estimate,1.200744441,NA,-8.361722137,NA,231,,,,
31 L1 4 8,31 L1 4,78,31,L1,4,mexp.22,Estimate,0.823451004,NA,-6.149246721,NA,234,,,,
31 L1 4 80,31 L1 4,79,31,L1,4,mexp.22,Estimate,1.366837606,NA,-5.270354563,NA,237,,,,
31 L1 4 81,31 L1 4,80,31,L1,4,mexp.22,Estimate,0.945112198,NA,-5.079566051,NA,240,,,,
31 L1 4 82,31 L1 4,81,31,L1,4,mexp.22,Estimate,1.164156002,NA,-7.699514775,NA,243,,,,
31 L1 4 83,31 L1 4,82,31,L1,4,mexp.22,Estimate,1.175444055,NA,-5.505216873,NA,246,,,,
31 L1 4 84,31 L1 4,83,31,L1,4,mexp.22,Estimate,1.297292946,NA,-6.94730091,NA,249,,,,
31 L1 4 9,31 L1 4,84,31,L1,4,mexp.22,Estimate,0.637751542,NA,-5.762159361,NA,252,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
