id,sample,period,temp,nitrate,rep,model,Var2,r,K,s,NA,tiempo en dias desde el inicio del exp,,,numero de GR,
31 5 3 71,31 5 3,69,31,5,3,mexp.22,Estimate,0.318522509,NA,-5.052415741,NA,207,,,,
31 5 3 72,31 5 3,70,31,5,3,mexp.22,Estimate,0.787297452,NA,-6.828790146,NA,210,,,,
31 5 3 73,31 5 3,71,31,5,3,mexp.22,Estimate,0.959270935,NA,-5.909102957,NA,213,,,,
31 5 3 74,31 5 3,72,31,5,3,mexp.22,Estimate,0.558270922,NA,-5.527364149,NA,216,,,,
31 5 3 75,31 5 3,73,31,5,3,mexp.22,Estimate,0.480057831,NA,-6.833289467,NA,219,,,,
31 5 3 76,31 5 3,74,31,5,3,mexp.22,Estimate,0.567660956,NA,-6.891220021,NA,222,,,,
31 5 3 77,31 5 3,75,31,5,3,mexp.22,Estimate,1.838179843,NA,-17.42547524,NA,225,,,,
31 5 3 78,31 5 3,76,31,5,3,mexp.22,Estimate,0.868974124,NA,-5.45206667,NA,228,,,,
31 5 3 79,31 5 3,77,31,5,3,mexp.22,Estimate,0.43366107,NA,-6.291591405,NA,231,,,,
31 5 3 8,31 5 3,78,31,5,3,mexp.22,Estimate,0.931903996,NA,-5.964593876,NA,234,,,,
31 5 3 80,31 5 3,79,31,5,3,mexp.22,Estimate,0.742414577,NA,-7.270453685,NA,237,,,,
31 5 3 81,31 5 3,80,31,5,3,mexp.22,Estimate,0.471081782,NA,-5.044052139,NA,240,,,,
31 5 3 82,31 5 3,81,31,5,3,mexp.22,Estimate,1.134511207,NA,-12.27451,NA,243,,,,
31 5 3 83,31 5 3,82,31,5,3,mexp.22,Estimate,1.984924787,NA,-5.754955477,NA,246,,,,
31 5 3 84,31 5 3,83,31,5,3,mexp.22,Estimate,1.10070575,NA,-6.909998854,NA,249,,,,
31 5 3 9,31 5 3,84,31,5,3,mexp.22,Estimate,0.761555955,NA,-5.200395926,NA,252,,,,
31 5 4 1,31 5 4,1,31,5,4,mexp.22,Estimate,0.923695115,NA,-7.041107469,NA,3,,,,
31 5 4 10,31 5 4,2,31,5,4,mexp.22,Estimate,0.704797742,NA,-5.837944759,NA,6,,,,
31 5 4 11,31 5 4,3,31,5,4,mexp.22,Estimate,1.309657548,NA,-5.468014391,NA,9,,,,
31 5 4 12,31 5 4,4,31,5,4,mexp.22,Estimate,0.901163469,NA,-16.61866814,NA,12,,,,
31 5 4 14,31 5 4,5,31,5,4,mexp.22,Estimate,0.705775836,NA,-4.461672151,NA,15,,,,
31 5 4 15,31 5 4,6,31,5,4,mexp.22,Estimate,0.798708328,NA,-4.525875673,NA,18,,,,
31 5 4 16,31 5 4,7,31,5,4,mexp.22,Estimate,0.910864901,NA,-5.259314158,NA,21,,,,
31 5 4 17,31 5 4,8,31,5,4,mexp.22,Estimate,1.047708946,NA,-8.079164667,NA,24,,,,
31 5 4 18,31 5 4,9,31,5,4,mexp.22,Estimate,0.830716354,NA,-4.577606283,NA,27,,,,
31 5 4 19,31 5 4,10,31,5,4,mexp.22,Estimate,0.902556096,NA,-5.358328802,NA,30,,,,
31 5 4 2,31 5 4,11,31,5,4,mexp.22,Estimate,1.013979443,NA,-5.446485279,NA,33,,,,
31 5 4 20,31 5 4,12,31,5,4,mexp.22,Estimate,0.955310764,NA,-5.914650042,NA,36,,,,
31 5 4 21,31 5 4,14,31,5,4,mexp.22,Estimate,0.714537762,NA,-4.460550696,NA,42,,,,
31 5 4 22,31 5 4,15,31,5,4,mexp.22,Estimate,0.44609058,NA,-19.25302113,NA,45,,,,
31 5 4 23,31 5 4,16,31,5,4,mexp.22,Estimate,0.742277538,NA,-4.736857185,NA,48,,,,
31 5 4 24,31 5 4,17,31,5,4,mexp.22,Estimate,1.007984286,NA,-5.222743948,NA,51,,,,
31 5 4 25,31 5 4,18,31,5,4,mexp.22,Estimate,1.024748304,NA,-14.76569019,NA,54,,,,
31 5 4 26,31 5 4,19,31,5,4,mexp.22,Estimate,0.845892503,NA,-5.652663757,NA,57,,,,
31 5 4 27,31 5 4,20,31,5,4,mexp.22,Estimate,0.600856716,NA,-4.758696192,NA,60,,,,
31 5 4 28,31 5 4,21,31,5,4,mexp.22,Estimate,0.796135958,NA,-5.132767833,NA,63,,,,
31 5 4 29,31 5 4,22,31,5,4,mexp.22,Estimate,0.753158874,NA,-18.70810728,NA,66,,,,
31 5 4 3,31 5 4,23,31,5,4,mexp.22,Estimate,0.723167172,NA,-5.269098692,NA,69,,,,
31 5 4 30,31 5 4,24,31,5,4,mexp.22,Estimate,0.619841501,NA,-4.826748416,NA,72,,,,
31 5 4 31,31 5 4,25,31,5,4,mexp.22,Estimate,0.385409979,NA,-16.13272936,NA,75,,,,
31 5 4 32,31 5 4,26,31,5,4,mexp.22,Estimate,0.832969715,NA,-5.784406584,NA,78,,,,
31 5 4 33,31 5 4,27,31,5,4,mexp.22,Estimate,0.528639006,NA,-18.9277495,NA,81,,,,
31 5 4 34,31 5 4,28,31,5,4,mexp.22,Estimate,0.606498312,NA,-4.391159275,NA,84,,,,
31 5 4 36,31 5 4,30,31,5,4,mexp.22,Estimate,0.96031802,NA,-16.8121643,NA,90,,,,
31 5 4 37,31 5 4,31,31,5,4,mexp.22,Estimate,0.707449745,NA,-5.866822583,NA,93,,,,
31 5 4 38,31 5 4,32,31,5,4,mexp.22,Estimate,0.480870754,NA,-16.02333505,NA,96,,,,
31 5 4 39,31 5 4,33,31,5,4,mexp.22,Estimate,0.321739044,NA,-4.342799753,NA,99,,,,
31 5 4 4,31 5 4,34,31,5,4,mexp.22,Estimate,0.38126562,NA,-19.82837372,NA,102,,,,
31 5 4 40,31 5 4,35,31,5,4,mexp.22,Estimate,0.359157152,NA,-4.544065844,NA,105,,,,
31 5 4 41,31 5 4,36,31,5,4,mexp.22,Estimate,0.073687752,NA,-18.05602988,NA,108,,,,
31 5 4 42,31 5 4,37,31,5,4,mexp.22,Estimate,0.387930397,NA,-4.550450326,NA,111,,,,
31 5 4 43,31 5 4,38,31,5,4,mexp.22,Estimate,0.377741638,NA,-18.65560681,NA,114,,,,
31 5 4 44,31 5 4,39,31,5,4,mexp.22,Estimate,0.652376734,NA,-16.37647321,NA,117,,,,
31 5 4 45,31 5 4,40,31,5,4,mexp.22,Estimate,0.503750932,NA,-4.67433997,NA,120,,,,
31 5 4 46,31 5 4,41,31,5,4,mexp.22,Estimate,0.734266935,NA,-5.158203222,NA,123,,,,
31 5 4 47,31 5 4,42,31,5,4,mexp.22,Estimate,0.65785937,NA,-4.912283352,NA,126,,,,
31 5 4 48,31 5 4,43,31,5,4,mexp.22,Estimate,0.591286002,NA,-5.105626951,NA,129,,,,
31 5 4 49,31 5 4,44,31,5,4,mexp.22,Estimate,0.634271128,NA,-4.767900469,NA,132,,,,
31 5 4 5,31 5 4,45,31,5,4,mexp.22,Estimate,0.650911369,NA,-5.831898805,NA,135,,,,
31 5 4 50,31 5 4,46,31,5,4,mexp.22,Estimate,0.983454656,NA,-7.990613774,NA,138,,,,
31 5 4 51,31 5 4,47,31,5,4,mexp.22,Estimate,0.482655457,NA,-5.515167646,NA,141,,,,
31 5 4 52,31 5 4,48,31,5,4,mexp.22,Estimate,0.469120041,NA,-4.87685524,NA,144,,,,
31 5 4 53,31 5 4,49,31,5,4,mexp.22,Estimate,0.540861662,NA,-5.267568724,NA,147,,,,
31 5 4 54,31 5 4,50,31,5,4,mexp.22,Estimate,0.329395528,NA,-5.365278509,NA,150,,,,
31 5 4 55,31 5 4,51,31,5,4,mexp.22,Estimate,0.545043284,NA,-6.450625535,NA,153,,,,
31 5 4 56,31 5 4,52,31,5,4,mexp.22,Estimate,0.508546024,NA,-5.082463856,NA,156,,,,
31 5 4 57,31 5 4,53,31,5,4,mexp.22,Estimate,0.502082708,NA,-5.079606891,NA,159,,,,
31 5 4 58,31 5 4,54,31,5,4,mexp.22,Estimate,0.441791882,NA,-4.928688294,NA,162,,,,
31 5 4 59,31 5 4,55,31,5,4,mexp.22,Estimate,0.647329428,NA,-16.21093886,NA,165,,,,
31 5 4 6,31 5 4,56,31,5,4,mexp.22,Estimate,0.66386381,NA,-5.770480677,NA,168,,,,
31 5 4 60,31 5 4,57,31,5,4,mexp.22,Estimate,1.878064125,NA,-19.7580458,NA,171,,,,
31 5 4 61,31 5 4,58,31,5,4,mexp.22,Estimate,0.717348457,NA,-5.069132026,NA,174,,,,
31 5 4 62,31 5 4,59,31,5,4,mexp.22,Estimate,0.678358466,NA,-16.4013575,NA,177,,,,
31 5 4 63,31 5 4,60,31,5,4,mexp.22,Estimate,0.345484685,NA,-6.228212453,NA,180,,,,
31 5 4 64,31 5 4,61,31,5,4,mexp.22,Estimate,0.148811711,NA,-17.56662115,NA,183,,,,
31 5 4 65,31 5 4,62,31,5,4,mexp.22,Estimate,0.345638284,NA,-16.49333216,NA,186,,,,
31 5 4 66,31 5 4,63,31,5,4,mexp.22,Estimate,0.427619056,NA,-20.81215799,NA,189,,,,
31 5 4 67,31 5 4,64,31,5,4,mexp.22,Estimate,0.388364763,NA,-5.904439661,NA,192,,,,
31 5 4 68,31 5 4,65,31,5,4,mexp.22,Estimate,0.530442512,NA,-5.678901928,NA,195,,,,
31 5 4 69,31 5 4,66,31,5,4,mexp.22,Estimate,0.346275397,NA,-4.976304584,NA,198,,,,
31 5 4 7,31 5 4,67,31,5,4,mexp.22,Estimate,0.571200011,NA,-5.988806861,NA,201,,,,
31 5 4 70,31 5 4,68,31,5,4,mexp.22,Estimate,0.814074617,NA,-5.750888099,NA,204,,,,
31 5 4 71,31 5 4,69,31,5,4,mexp.22,Estimate,0.562668655,NA,-4.690455905,NA,207,,,,
31 5 4 72,31 5 4,70,31,5,4,mexp.22,Estimate,0.623781175,NA,-6.477112981,NA,210,,,,
31 5 4 73,31 5 4,71,31,5,4,mexp.22,Estimate,0.301555856,NA,-6.695971486,NA,213,,,,
31 5 4 74,31 5 4,72,31,5,4,mexp.22,Estimate,0.506515654,NA,-5.242113269,NA,216,,,,
31 5 4 75,31 5 4,73,31,5,4,mexp.22,Estimate,0.418041678,NA,-5.943568863,NA,219,,,,
31 5 4 76,31 5 4,74,31,5,4,mexp.22,Estimate,0.560804239,NA,-5.855984526,NA,222,,,,
31 5 4 77,31 5 4,75,31,5,4,mexp.22,Estimate,0.522864071,NA,-17.61324372,NA,225,,,,
31 5 4 78,31 5 4,76,31,5,4,mexp.22,Estimate,0.569023216,NA,-5.212615312,NA,228,,,,
31 5 4 79,31 5 4,77,31,5,4,mexp.22,Estimate,0.548987772,NA,-5.100753994,NA,231,,,,
31 5 4 8,31 5 4,78,31,5,4,mexp.22,Estimate,0.851951668,NA,-6.109719439,NA,234,,,,
31 5 4 80,31 5 4,79,31,5,4,mexp.22,Estimate,0.363434416,NA,-6.010533742,NA,237,,,,
31 5 4 81,31 5 4,80,31,5,4,mexp.22,Estimate,0.417840085,NA,-4.783510556,NA,240,,,,
31 5 4 82,31 5 4,81,31,5,4,mexp.22,Estimate,1.478923187,NA,-7.093200449,NA,243,,,,
31 5 4 83,31 5 4,82,31,5,4,mexp.22,Estimate,0.82382348,NA,-5.564530736,NA,246,,,,
31 5 4 84,31 5 4,83,31,5,4,mexp.22,Estimate,0.612085995,NA,-4.739028616,NA,249,,,,
31 5 4 9,31 5 4,84,31,5,4,mexp.22,Estimate,0.64498096,NA,-5.430381159,NA,252,,,,
31 L1 1 1,31 L1 1,1,31,L1,1,mexp.22,Estimate,0.652970772,NA,-5.410209464,NA,3,,,,
31 L1 1 10,31 L1 1,2,31,L1,1,mexp.22,Estimate,0.919618138,NA,-4.236128947,NA,6,,,,
31 L1 1 11,31 L1 1,3,31,L1,1,mexp.22,Estimate,1.134915437,NA,-4.062960544,NA,9,,,,
31 L1 1 12,31 L1 1,4,31,L1,1,mexp.22,Estimate,0.636418571,NA,-16.12501899,NA,12,,,,
31 L1 1 14,31 L1 1,5,31,L1,1,mexp.22,Estimate,1.184397879,NA,-4.240134074,NA,15,,,,
31 L1 1 15,31 L1 1,6,31,L1,1,mexp.22,Estimate,0.878995806,NA,-5.06067977,NA,18,,,,
31 L1 1 16,31 L1 1,7,31,L1,1,mexp.22,Estimate,1.103928955,NA,-5.434684892,NA,21,,,,
31 L1 1 17,31 L1 1,8,31,L1,1,mexp.22,Estimate,0.702529389,NA,-5.127684252,NA,24,,,,
31 L1 1 18,31 L1 1,9,31,L1,1,mexp.22,Estimate,0.969545634,NA,-4.082050959,NA,27,,,,
31 L1 1 19,31 L1 1,10,31,L1,1,mexp.22,Estimate,0.022381344,NA,-7.160091869,NA,30,,,,
31 L1 1 2,31 L1 1,11,31,L1,1,mexp.22,Estimate,0.826506422,NA,-6.868658813,NA,33,,,,
31 L1 1 20,31 L1 1,12,31,L1,1,mexp.22,Estimate,1.30672256,NA,-4.281205671,NA,36,,,,
31 L1 1 21,31 L1 1,14,31,L1,1,mexp.22,Estimate,0.482352962,NA,-3.889797495,NA,42,,,,
31 L1 1 22,31 L1 1,15,31,L1,1,mexp.22,Estimate,1.289133456,NA,-16.27138094,NA,45,,,,
31 L1 1 23,31 L1 1,16,31,L1,1,mexp.22,Estimate,0.935128145,NA,-4.92805659,NA,48,,,,
31 L1 1 24,31 L1 1,17,31,L1,1,mexp.22,Estimate,0.98329492,NA,-5.380575921,NA,51,,,,
31 L1 1 25,31 L1 1,18,31,L1,1,mexp.22,Estimate,0.123092442,NA,-16.59027205,NA,54,,,,
31 L1 1 26,31 L1 1,19,31,L1,1,mexp.22,Estimate,0.860456578,NA,-6.247899895,NA,57,,,,
31 L1 1 27,31 L1 1,20,31,L1,1,mexp.22,Estimate,1.019079118,NA,-4.911734464,NA,60,,,,
31 L1 1 28,31 L1 1,21,31,L1,1,mexp.22,Estimate,1.454366042,NA,-5.09251921,NA,63,,,,
31 L1 1 29,31 L1 1,22,31,L1,1,mexp.22,Estimate,0.340857531,NA,-16.55345835,NA,66,,,,
31 L1 1 3,31 L1 1,23,31,L1,1,mexp.22,Estimate,0.928918654,NA,-6.816912525,NA,69,,,,
31 L1 1 30,31 L1 1,24,31,L1,1,mexp.22,Estimate,1.051015946,NA,-6.305235822,NA,72,,,,
31 L1 1 31,31 L1 1,25,31,L1,1,mexp.22,Estimate,0.183255295,NA,-22.86618199,NA,75,,,,
31 L1 1 32,31 L1 1,26,31,L1,1,mexp.22,Estimate,1.654101307,NA,-5.367610917,NA,78,,,,
31 L1 1 33,31 L1 1,27,31,L1,1,mexp.22,Estimate,1.809283648,NA,-16.7812489,NA,81,,,,
31 L1 1 34,31 L1 1,28,31,L1,1,mexp.22,Estimate,0.773537487,NA,-4.592491456,NA,84,,,,
31 L1 1 35,31 L1 1,29,31,L1,1,mexp.22,Estimate,1.047261688,NA,-16.87276375,NA,87,,,,
31 L1 1 36,31 L1 1,30,31,L1,1,mexp.22,Estimate,0.770916709,NA,-19.01993826,NA,90,,,,
31 L1 1 37,31 L1 1,31,31,L1,1,mexp.22,Estimate,0.96245649,NA,-5.270691981,NA,93,,,,
31 L1 1 38,31 L1 1,32,31,L1,1,mexp.22,Estimate,0.710681376,NA,-14.79061338,NA,96,,,,
31 L1 1 39,31 L1 1,33,31,L1,1,mexp.22,Estimate,1.039225056,NA,-4.58728352,NA,99,,,,
31 L1 1 4,31 L1 1,34,31,L1,1,mexp.22,Estimate,0.555835875,NA,-17.43952424,NA,102,,,,
31 L1 1 40,31 L1 1,35,31,L1,1,mexp.22,Estimate,0.833428347,NA,-4.621131966,NA,105,,,,
31 L1 1 41,31 L1 1,36,31,L1,1,mexp.22,Estimate,0.911508006,NA,-17.04329397,NA,108,,,,
31 L1 1 42,31 L1 1,37,31,L1,1,mexp.22,Estimate,0.672462425,NA,-4.280348991,NA,111,,,,
31 L1 1 43,31 L1 1,38,31,L1,1,mexp.22,Estimate,0.998232459,NA,-17.92000733,NA,114,,,,
31 L1 1 44,31 L1 1,39,31,L1,1,mexp.22,Estimate,1.033944409,NA,-16.26812718,NA,117,,,,
31 L1 1 45,31 L1 1,40,31,L1,1,mexp.22,Estimate,1.045458107,NA,-5.365698482,NA,120,,,,
31 L1 1 46,31 L1 1,41,31,L1,1,mexp.22,Estimate,0.882661404,NA,-5.158670629,NA,123,,,,
31 L1 1 47,31 L1 1,42,31,L1,1,mexp.22,Estimate,1.38782457,NA,-7.459541878,NA,126,,,,
31 L1 1 48,31 L1 1,43,31,L1,1,mexp.22,Estimate,0.967978638,NA,-5.591605791,NA,129,,,,
31 L1 1 49,31 L1 1,44,31,L1,1,mexp.22,Estimate,1.165897537,NA,-5.464125869,NA,132,,,,
31 L1 1 5,31 L1 1,45,31,L1,1,mexp.22,Estimate,1.022898878,NA,-5.459545747,NA,135,,,,
31 L1 1 50,31 L1 1,46,31,L1,1,mexp.22,Estimate,0.08967876,NA,-6.830440007,NA,138,,,,
31 L1 1 51,31 L1 1,47,31,L1,1,mexp.22,Estimate,0.553300935,NA,-6.345505298,NA,141,,,,
31 L1 1 52,31 L1 1,48,31,L1,1,mexp.22,Estimate,1.281872199,NA,-5.679791748,NA,144,,,,
31 L1 1 53,31 L1 1,49,31,L1,1,mexp.22,Estimate,0.897351404,NA,-5.646846786,NA,147,,,,
31 L1 1 54,31 L1 1,50,31,L1,1,mexp.22,Estimate,0.884787792,NA,-6.145945668,NA,150,,,,
31 L1 1 55,31 L1 1,51,31,L1,1,mexp.22,Estimate,1.526609554,NA,-4.428877668,NA,153,,,,
31 L1 1 56,31 L1 1,52,31,L1,1,mexp.22,Estimate,1.198192694,NA,-5.732972816,NA,156,,,,
31 L1 1 57,31 L1 1,53,31,L1,1,mexp.22,Estimate,0.748890022,NA,-4.832119236,NA,159,,,,
31 L1 1 58,31 L1 1,54,31,L1,1,mexp.22,Estimate,0.516477888,NA,-4.235144275,NA,162,,,,
31 L1 1 59,31 L1 1,55,31,L1,1,mexp.22,Estimate,0.97914576,NA,-16.23821485,NA,165,,,,
31 L1 1 6,31 L1 1,56,31,L1,1,mexp.22,Estimate,1.132707214,NA,-6.063307722,NA,168,,,,
31 L1 1 60,31 L1 1,57,31,L1,1,mexp.22,Estimate,1.366637502,NA,-16.23698317,NA,171,,,,
31 L1 1 61,31 L1 1,58,31,L1,1,mexp.22,Estimate,0.960251483,NA,-6.118206469,NA,174,,,,
31 L1 1 62,31 L1 1,59,31,L1,1,mexp.22,Estimate,1.323844615,NA,-15.66015231,NA,177,,,,
31 L1 1 63,31 L1 1,60,31,L1,1,mexp.22,Estimate,1.220365913,NA,-4.345843325,NA,180,,,,
31 L1 1 64,31 L1 1,61,31,L1,1,mexp.22,Estimate,1.385301743,NA,-16.79162654,NA,183,,,,
31 L1 1 65,31 L1 1,62,31,L1,1,mexp.22,Estimate,0.834106964,NA,-15.67816453,NA,186,,,,
31 L1 1 66,31 L1 1,63,31,L1,1,mexp.22,Estimate,0.975841046,NA,-15.49866926,NA,189,,,,
31 L1 1 67,31 L1 1,64,31,L1,1,mexp.22,Estimate,0.817542764,NA,-4.590740775,NA,192,,,,
31 L1 1 68,31 L1 1,65,31,L1,1,mexp.22,Estimate,2.274057773,NA,-4.234689591,NA,195,,,,
31 L1 1 69,31 L1 1,66,31,L1,1,mexp.22,Estimate,0.824804443,NA,-4.615061108,NA,198,,,,
31 L1 1 7,31 L1 1,67,31,L1,1,mexp.22,Estimate,0.820964374,NA,-4.558530898,NA,201,,,,
31 L1 1 70,31 L1 1,68,31,L1,1,mexp.22,Estimate,1.17766886,NA,-7.823599918,NA,204,,,,
31 L1 1 71,31 L1 1,69,31,L1,1,mexp.22,Estimate,0.975720189,NA,-7.541325999,NA,207,,,,
31 L1 1 72,31 L1 1,70,31,L1,1,mexp.22,Estimate,1.790040689,NA,-4.526807202,NA,210,,,,
31 L1 1 73,31 L1 1,71,31,L1,1,mexp.22,Estimate,1.920986387,NA,-5.48102086,NA,213,,,,
31 L1 1 74,31 L1 1,72,31,L1,1,mexp.22,Estimate,1.417360717,NA,-5.726244103,NA,216,,,,
31 L1 1 75,31 L1 1,73,31,L1,1,mexp.22,Estimate,0.426184457,NA,-4.815298804,NA,219,,,,
31 L1 1 76,31 L1 1,74,31,L1,1,mexp.22,Estimate,1.093917889,NA,-6.602169344,NA,222,,,,
31 L1 1 77,31 L1 1,75,31,L1,1,mexp.22,Estimate,1.053302488,NA,-14.76826416,NA,225,,,,
31 L1 1 78,31 L1 1,76,31,L1,1,mexp.22,Estimate,1.308771444,NA,-5.210171316,NA,228,,,,
31 L1 1 79,31 L1 1,77,31,L1,1,mexp.22,Estimate,0.999268536,NA,-6.412781534,NA,231,,,,
31 L1 1 8,31 L1 1,78,31,L1,1,mexp.22,Estimate,2.295589222,NA,-3.705230248,NA,234,,,,
31 L1 1 80,31 L1 1,79,31,L1,1,mexp.22,Estimate,1.148751406,NA,-11.65280918,NA,237,,,,
31 L1 1 81,31 L1 1,80,31,L1,1,mexp.22,Estimate,0.921821758,NA,-4.647178645,NA,240,,,,
31 L1 1 82,31 L1 1,81,31,L1,1,mexp.22,Estimate,1.965434029,NA,-4.270499806,NA,243,,,,
31 L1 1 83,31 L1 1,82,31,L1,1,mexp.22,Estimate,1.756484368,NA,-4.420526177,NA,246,,,,
31 L1 1 84,31 L1 1,83,31,L1,1,mexp.22,Estimate,0.977179491,NA,-6.359878049,NA,249,,,,
31 L1 1 9,31 L1 1,84,31,L1,1,mexp.22,Estimate,0.736819739,NA,-5.494074883,NA,252,,,,
31 L1 2 1,31 L1 2,1,31,L1,2,mexp.22,Estimate,0.800134361,NA,-5.681910393,NA,3,,,,
31 L1 2 10,31 L1 2,2,31,L1,2,mexp.22,Estimate,0.84913518,NA,-4.399867955,NA,6,,,,
31 L1 2 11,31 L1 2,3,31,L1,2,mexp.22,Estimate,1.221639461,NA,-4.000923248,NA,9,,,,
31 L1 2 12,31 L1 2,4,31,L1,2,mexp.22,Estimate,0.538945172,NA,-13.62842671,NA,12,,,,
31 L1 2 14,31 L1 2,5,31,L1,2,mexp.22,Estimate,1.252953674,NA,-6.017590675,NA,15,,,,
31 L1 2 15,31 L1 2,6,31,L1,2,mexp.22,Estimate,0.957569423,NA,-4.81826769,NA,18,,,,
31 L1 2 16,31 L1 2,7,31,L1,2,mexp.22,Estimate,0.7875405,NA,-4.269940531,NA,21,,,,
31 L1 2 17,31 L1 2,8,31,L1,2,mexp.22,Estimate,1.213018935,NA,-3.808685496,NA,24,,,,
31 L1 2 18,31 L1 2,9,31,L1,2,mexp.22,Estimate,0.042088241,NA,-4.965937627,NA,27,,,,
31 L1 2 19,31 L1 2,10,31,L1,2,mexp.22,Estimate,0.629549239,NA,-4.879794197,NA,30,,,,
31 L1 2 2,31 L1 2,11,31,L1,2,mexp.22,Estimate,0.900182327,NA,-6.846214999,NA,33,,,,
31 L1 2 20,31 L1 2,12,31,L1,2,mexp.22,Estimate,1.262797843,NA,-3.998146983,NA,36,,,,
31 L1 2 21,31 L1 2,14,31,L1,2,mexp.22,Estimate,0.635284502,NA,-3.525833007,NA,42,,,,
31 L1 2 22,31 L1 2,15,31,L1,2,mexp.22,Estimate,1.289381495,NA,-16.92723482,NA,45,,,,
31 L1 2 23,31 L1 2,16,31,L1,2,mexp.22,Estimate,0.746071553,NA,-4.395308183,NA,48,,,,
31 L1 2 24,31 L1 2,17,31,L1,2,mexp.22,Estimate,1.146695779,NA,-5.006950038,NA,51,,,,
31 L1 2 25,31 L1 2,18,31,L1,2,mexp.22,Estimate,0.189318224,NA,-16.70076882,NA,54,,,,
31 L1 2 26,31 L1 2,19,31,L1,2,mexp.22,Estimate,1.201667106,NA,-5.243298772,NA,57,,,,
31 L1 2 27,31 L1 2,20,31,L1,2,mexp.22,Estimate,1.024271456,NA,-6.328084227,NA,60,,,,
31 L1 2 28,31 L1 2,21,31,L1,2,mexp.22,Estimate,1.179942066,NA,-5.70287678,NA,63,,,,
31 L1 2 29,31 L1 2,22,31,L1,2,mexp.22,Estimate,0.453654239,NA,-15.92280072,NA,66,,,,
31 L1 2 3,31 L1 2,23,31,L1,2,mexp.22,Estimate,1.005266271,NA,-6.84082651,NA,69,,,,
31 L1 2 30,31 L1 2,24,31,L1,2,mexp.22,Estimate,0.944459303,NA,-4.949466859,NA,72,,,,
31 L1 2 31,31 L1 2,25,31,L1,2,mexp.22,Estimate,0.430483837,NA,-15.71613811,NA,75,,,,
31 L1 2 32,31 L1 2,26,31,L1,2,mexp.22,Estimate,1.665387353,NA,-4.845483457,NA,78,,,,
31 L1 2 33,31 L1 2,27,31,L1,2,mexp.22,Estimate,1.493210989,NA,-17.33060843,NA,81,,,,
31 L1 2 34,31 L1 2,28,31,L1,2,mexp.22,Estimate,0.874447519,NA,-4.530420415,NA,84,,,,
31 L1 2 35,31 L1 2,29,31,L1,2,mexp.22,Estimate,0.939867651,NA,-18.0601425,NA,87,,,,
31 L1 2 36,31 L1 2,30,31,L1,2,mexp.22,Estimate,0.847723596,NA,-17.0137226,NA,90,,,,
31 L1 2 37,31 L1 2,31,31,L1,2,mexp.22,Estimate,0.998195871,NA,-5.5242086,NA,93,,,,
31 L1 2 38,31 L1 2,32,31,L1,2,mexp.22,Estimate,0.750479733,NA,-15.21490455,NA,96,,,,
31 L1 2 39,31 L1 2,33,31,L1,2,mexp.22,Estimate,0.813987456,NA,-5.082251625,NA,99,,,,
31 L1 2 4,31 L1 2,34,31,L1,2,mexp.22,Estimate,0.315061449,NA,-20.51689724,NA,102,,,,
31 L1 2 40,31 L1 2,35,31,L1,2,mexp.22,Estimate,0.839920225,NA,-4.86154623,NA,105,,,,
31 L1 2 41,31 L1 2,36,31,L1,2,mexp.22,Estimate,0.702202679,NA,-17.45390564,NA,108,,,,
31 L1 2 42,31 L1 2,37,31,L1,2,mexp.22,Estimate,0.749600374,NA,-4.359639445,NA,111,,,,
31 L1 2 43,31 L1 2,38,31,L1,2,mexp.22,Estimate,0.846357221,NA,-18.76653887,NA,114,,,,
31 L1 2 44,31 L1 2,39,31,L1,2,mexp.22,Estimate,1.022074311,NA,-15.73119255,NA,117,,,,
31 L1 2 45,31 L1 2,40,31,L1,2,mexp.22,Estimate,1.028698717,NA,-4.360525298,NA,120,,,,
31 L1 2 46,31 L1 2,41,31,L1,2,mexp.22,Estimate,1.00111469,NA,-5.662432576,NA,123,,,,
31 L1 2 47,31 L1 2,42,31,L1,2,mexp.22,Estimate,1.018793075,NA,-5.804344165,NA,126,,,,
31 L1 2 48,31 L1 2,43,31,L1,2,mexp.22,Estimate,0.75029494,NA,-4.464846471,NA,129,,,,
31 L1 2 49,31 L1 2,44,31,L1,2,mexp.22,Estimate,1.102110022,NA,-4.5484171,NA,132,,,,
31 L1 2 5,31 L1 2,45,31,L1,2,mexp.22,Estimate,0.579049274,NA,-6.636723361,NA,135,,,,
31 L1 2 50,31 L1 2,46,31,L1,2,mexp.22,Estimate,0.976828593,NA,-7.341274785,NA,138,,,,
31 L1 2 51,31 L1 2,47,31,L1,2,mexp.22,Estimate,1.020862685,NA,-6.662896757,NA,141,,,,
31 L1 2 52,31 L1 2,48,31,L1,2,mexp.22,Estimate,1.044532381,NA,-6.595466223,NA,144,,,,
31 L1 2 53,31 L1 2,49,31,L1,2,mexp.22,Estimate,0.778845711,NA,-5.915849148,NA,147,,,,
31 L1 2 54,31 L1 2,50,31,L1,2,mexp.22,Estimate,0.799416188,NA,-5.151946261,NA,150,,,,
31 L1 2 55,31 L1 2,51,31,L1,2,mexp.22,Estimate,0.626874385,NA,-6.481263672,NA,153,,,,
31 L1 2 56,31 L1 2,52,31,L1,2,mexp.22,Estimate,1.149890588,NA,-7.065928707,NA,156,,,,
31 L1 2 57,31 L1 2,53,31,L1,2,mexp.22,Estimate,1.182477527,NA,-5.768552431,NA,159,,,,
